offset	bank	bank_offset	address	length	ascii_ratio	high_byte_ratio	entropy	sample_hex	sample_ascii_lossy
0x01AC5F	0x06	0x2C5F	0x6C5F	31	0.194	0.452	4.696	e70f0f18107870d890cc88cf8be4877c67f0f018081e0e1b093311f3d1e721	.....xp........|g........3....!
0x01AC7F	0x06	0x2C7F	0x6C7F	8	0.5	0.375	3.0	26da37d23fb57f2c	&.7.?..,
0x01AC9E	0x06	0x2C9E	0x6C9E	9	0.444	0.444	3.17	2aefda37d23fb57f2c	*..7.?..,
0x01ACC0	0x06	0x2CC0	0x6CC0	16	0.375	0.5	3.453	807f7f80608043834c8f5897509f60bf	....`.C.L.X.P.`.
0x01ACE8	0x06	0x2CE8	0x6CE8	8	0.5	0.5	2.75	7ec868c8b070af6f	~.h..p.o
0x01ACF7	0x06	0x2CF7	0x6CF7	22	0.045	0.727	4.187	ef7e1316130d0ef5f6b7d2a9ebbef5bee3bdc7bfce80	.~....................
0x01AD20	0x06	0x2D20	0x6D20	11	0.0	1.0	3.278	b7dfb3ddbbcd9bedadf6b7	...........
0x01AD2E	0x06	0x2D2E	0x6D2E	15	0.067	0.733	3.323	7f7fede9ed89dd91d995b52deddd03	...........-...
0x01AD41	0x06	0x2D41	0x6D41	13	0.462	0.154	1.884	18182418666699669918661824	..$.ff.f..f.$
0x01AD5F	0x06	0x2D5F	0x6D5F	18	0.556	0.444	3.948	7edc9fc783cc8c7c483f38675f5c7ce0e03b	~......|H?8g_\|..;
0x01AD82	0x06	0x2D82	0x6D82	28	0.214	0.214	3.638	2d3f121210100c0c1f171c141c14cece2828282808081010e0e0e0a0	-?..............((((........
0x01AD9F	0x06	0x2D9F	0x6D9F	18	0.056	0.111	3.239	b8f3731414141410100808070707051f1d02	..s...............
0x01ADBB	0x06	0x2DBB	0x6DBB	22	0.318	0.545	4.005	e838283828c07f60dfc0bfa8d7f58a7ee17fdc73bf04	.8(8(..`.......~...s..
0x01ADE9	0x06	0x2DE9	0x6DE9	11	0.182	0.727	3.278	987fe3bf61bf78d5d6ddde	....a.x....
0x01ADFF	0x06	0x2DFF	0x6DFF	17	0.0	0.824	3.97	1e7f7fc080bbccb7d9aef39fe3bec6b8c8	.................
0x01AE1B	0x06	0x2E1B	0x6E1B	21	0.095	0.714	3.975	c97d611d117f7fc080bfc7b8d8b1d0a8e0a8e0a0e0	.}a..................
0x01AE32	0x06	0x2E32	0x6E32	30	0.467	0.433	3.923	0101ed2df5d57949bd25bd213d21807f50af4aa460804080408040804080	...-..yI.%.!=!..P.J.`.@.@.@.@.
0x01AE58	0x06	0x2E58	0x6E58	8	0.5	0.125	3.0	2e104b34f30c6c13	..K4..l.
0x01AE62	0x06	0x2E62	0x6E62	14	0.0	1.0	3.522	edced39facbcd3f0d7f0afe0eea1	..............
0x01AE76	0x06	0x2E76	0x6E76	18	0.278	0.611	4.059	353ddb3fab7f55e7b7c57f77afc8df87a0c0	5=.?..U....w......
0x01AEE0	0x06	0x2EE0	0x6EE0	16	0.438	0.5	3.453	9f777f916e9f708f58874f8040804080	.w..n.p.X.O.@.@.
0x01AF00	0x06	0x2F00	0x6F00	13	0.0	1.0	3.239	b7d8b3dcb3dcb1debfcfbfc080	.............
0x01AF20	0x06	0x2F20	0x6F20	13	0.0	1.0	3.547	b1d0b8d8bfe79fd0afe8b7f480	.............
0x01AF40	0x06	0x2F40	0x6F40	13	0.308	0.462	2.5	807f7f8060804080608024d802	....`.@.`.$..
0x01AF70	0x06	0x2F70	0x6F70	11	0.273	0.455	3.096	7785f507eb0fcb0f353dcb	w.......5=.
0x01AF80	0x06	0x2F80	0x6F80	8	0.125	0.75	3.0	7f77afc8df87a0c0	.w......
0x01AFC0	0x06	0x2FC0	0x6FC0	8	0.0	0.75	2.25	7f7fa0c0df80a0c0	........
0x01AFDE	0x06	0x2FDE	0x6FDE	10	0.1	0.7	2.722	2aee7f7fa0c0df80a0c0	*.........
0x01B000	0x06	0x3000	0x7000	47	0.085	0.532	3.512	a0c0a0c0a0c0a0c0a0c0a0c0a0c0a0c005030503050305030503050305030503	..................................M...,.V.S....
0x01B032	0x06	0x3032	0x7032	10	0.4	0.1	3.122	f03018086c0476023f02	.0..l.v.?.
0x01B082	0x06	0x3082	0x7082	12	0.0	1.0	1.951	c480b3c4b3c4b3c4b3c488f7	............
0x01B0B2	0x06	0x30B2	0x70B2	13	0.077	0.462	2.192	1101cd11cd11cd11cd1123dddf	..........#..
0x01B0C0	0x06	0x30C0	0x70C0	24	0.458	0.5	4.252	3c9b356677e6e599e5997be264a4bb5844b98a64443bb807	<.5fw.....{.d..XD..dD;..
0x01B0D9	0x06	0x30D9	0x70D9	50	0.2	0.62	5.054	1bb56676e7e599ef17ba1cac715962b1c2e081c080c080ebf05e39378c1b468d	..fv........qYb..........^97..F.C.................
0x01B110	0x06	0x3110	0x7110	8	0.125	0.0	1.75	050305030d033d03	......=.
0x01B124	0x06	0x3124	0x7124	9	0.0	1.0	2.948	d4e3f6b9efbff2b3ef	.........
0x01B142	0x06	0x3142	0x7142	21	0.048	0.952	3.518	c180bfc0a6d8a5d8bac0b4c0a9c0e080c0a040809f	..................@..
0x01B158	0x06	0x3158	0x7158	14	0.286	0.143	3.522	2f105f20bf407f80070103050301	/._ .@........
0x01B17F	0x06	0x317F	0x717F	11	0.0	0.909	3.278	01bfc0a0c1c0a9c3a8e083	...........
0x01B18B	0x06	0x318B	0x718B	16	0.0	0.938	3.875	f39c989f94cb90d6a0ec80d880bfc07f	................
0x01B19F	0x06	0x319F	0x719F	9	0.222	0.111	2.948	ed0b0117012b055709	.....+.W.
0x01B1B1	0x06	0x31B1	0x71B1	13	0.077	0.385	3.547	0305830395c31507c11fcf3919	...........9.
0x01B1C3	0x06	0x31C3	0x71C3	8	0.0	0.875	2.75	bdf783c07ff48080	........
0x01B1E0	0x06	0x31E0	0x71E0	8	0.5	0.5	3.0	80c0e040d0604830	...@.`H0
0x01B1E9	0x06	0x31E9	0x71E9	23	0.087	0.435	4.176	1cf707bf41eb05010306030b06170cdf38f4e2bfc0eb84	....A...........8......
0x01B203	0x06	0x3203	0x7203	12	0.167	0.75	3.418	1fe73fdb7caff0b8e7b0efd8	..?.|.......
0x01B216	0x06	0x3216	0x7216	9	0.111	0.444	3.17	db3ef50f1de70df71f	.>.......
0x01B22A	0x06	0x322A	0x722A	13	0.077	0.462	3.7	baf3de8fe2470f06170ee71e0d	.....G.......
0x01B23D	0x06	0x323D	0x723D	15	0.133	0.867	3.907	71c76292c1e5828bc4d788ef909fe0	q.b............
0x01B270	0x06	0x3270	0x7270	19	0.211	0.526	4.143	f501ef01db05b10d6519cd319d6125d99bf393	........e..1.a%....
0x01B291	0x06	0x3291	0x7291	11	0.364	0.182	2.732	1f1f01017ea6590976a659	....~.Y.v.Y
0x01B2A3	0x06	0x32A3	0x72A3	9	0.444	0.556	2.503	80807e659a906e659a	..~e..ne.
0x01B2B0	0x06	0x32B0	0x72B0	20	0.4	0.45	3.784	d9cfc95f4979d9695949df4fdf51e17f7f7fbfc0	..._Iy.iYI.O.Q......
0x01B2C5	0x06	0x32C5	0x72C5	11	0.0	1.0	3.027	9fe0bfe5b8ebb0e6b0ecb0	...........
0x01B2D8	0x06	0x32D8	0x72D8	18	0.167	0.389	3.795	871d070d170d370daf0f3739cf7fb2dedaf6	......7...79......
0x01B2ED	0x06	0x32ED	0x72ED	9	0.333	0.333	2.725	8e6141aa081010aa20	.aA..... 
0x01B30F	0x06	0x330F	0x730F	13	0.0	0.615	3.547	07ede7dd1bf5e3e503f702e704	.............
0x01B326	0x06	0x3326	0x7326	10	0.0	1.0	2.646	cebfa5dfdfe4f4bfbf8f	..........
0x01B331	0x06	0x3331	0x7331	8	0.25	0.5	2.5	4ef37fcd7ff37da5	N.....}.
0x01B382	0x06	0x3382	0x7382	11	0.0	1.0	1.677	c181bdc1bdc1bdc1bdc183	...........
0x01B3B2	0x06	0x33B2	0x73B2	11	0.0	1.0	1.677	c181bdc1bdc1bdc1bdc183	...........
0x01B3C0	0x06	0x33C0	0x73C0	10	0.0	1.0	2.922	e8b0e0b0e1b8e0bff7af	..........
0x01B3CB	0x06	0x33CB	0x73CB	12	0.25	0.417	3.252	9cb4cf7b7b670dc70d871d07	...{{g......
0x01B3D9	0x06	0x33D9	0x73D9	25	0.28	0.4	4.324	e5df397da3dedeb9215f59ae261010ae0c1a12af090606d73f	..9}....!_Y.&...........?
0x01B420	0x06	0x3420	0x7420	8	0.25	0.375	3.0	eb10be01bf407708	.....@w.
0x01B460	0x06	0x3460	0x7460	8	0.25	0.375	3.0	eb10be01bf407708	.....@w.
0x01B473	0x06	0x3473	0x7473	13	0.0	1.0	3.239	80e080df8fd09fd09fc798cf90	.............
0x01B50D	0x06	0x350D	0x750D	9	0.222	0.111	1.88	3d6e91030101010101	=n.......
0x01B566	0x06	0x3566	0x7566	54	0.278	0.574	4.221	f1cff10ff10ff10ff10fcf90cf90cf90cf90cf90cf90cf90cf9037076b0c7418	..........................7.k.t...+<&?sO.....pQ8J8.l..
0x01B5A0	0x06	0x35A0	0x75A0	16	0.438	0.25	3.75	a2104980240289102c40538004225009	"..I.$...,@S..""P."
0x01B5E4	0x06	0x35E4	0x75E4	12	0.083	0.167	2.292	c101830105010b0117012f01	........../.
0x01B66F	0x06	0x366F	0x766F	13	0.0	0.923	2.47	01cf90cf90cf90cf90c08fe080	.............
0x01B68E	0x06	0x368E	0x768E	50	0.34	0.32	4.676	7884df3fdf218121c1e1c1210121012101211041040340110a01904302095021	x..?.!.!...!.!.!.!.A..@....C..P!$.....@.......Q.$.
0x01B6E7	0x06	0x36E7	0x76E7	9	0.0	0.444	1.88	01f101e301c7018f01	.........
0x01B86F	0x06	0x386F	0x786F	17	0.0	0.471	1.264	01f309f309f309f309f309f309f309f309	.................
0x01B890	0x06	0x3890	0x7890	16	0.0	1.0	1.0	a0c0a0c0a0c0a0c0a0c0a0c0a0c0a0c0	................
0x01B8B0	0x06	0x38B0	0x78B0	25	0.12	0.04	2.644	030103010301030103010301030103011707181f603f607fa0	....................`?`..
0x01B8CA	0x06	0x38CA	0x78CA	9	0.0	0.889	3.17	d0bfa8dfd7eff0e019	.........
0x01B8DE	0x06	0x38DE	0x78DE	9	0.222	0.556	2.419	eff3e718e718e75923	.......Y#
0x01B8E8	0x06	0x38E8	0x78E8	25	0.24	0.4	4.294	7e947c8a7e9533e2dd3e7be6c782050307030b070d07158fa1	~.|.~.3..>{..............
0x01B90F	0x06	0x390F	0x790F	13	0.0	0.538	3.547	07ed07dd1bf5e3e503f702e704	.............
0x01B96A	0x06	0x396A	0x796A	18	0.056	0.444	3.281	f402bf40eb04f309f309f309f30903f10701	...@..............
0x01B9C8	0x06	0x39C8	0x79C8	20	0.25	0.35	4.084	437c213e5b1c0707ed07dd1bf5e3e503f602e604	C|!>[...............
0x01B9DD	0x06	0x39DD	0x79DD	16	0.25	0.688	3.75	18e4e0e121e040c040c180c681bbc76c	....!.@.@......l
0x01B9F0	0x06	0x39F0	0x79F0	13	0.385	0.462	3.7	9f0a2b1e5f34b46feed9b679d6	..+._4.o...y.
0x01BA00	0x06	0x3A00	0x7A00	11	0.0	1.0	2.914	b0c0b0c098e09ce08ff0c3	...........
0x01BA30	0x06	0x3A30	0x7A30	13	0.154	0.154	3.085	0d030d0319073907f10fc33f0f	......9....?.
0x01BA40	0x06	0x3A40	0x7A40	16	0.062	0.875	2.305	bf7f60c0df9fbfa0bfa0bfa0bfa0bfa0	..`.............
0x01BA5F	0x06	0x3A5F	0x7A5F	9	0.333	0.333	3.17	35eb10be01bf407708	5.....@w.
0x01BA6A	0x06	0x3A6A	0x7A6A	15	0.267	0.467	3.774	f503bf43ee07eb10bf01be4f703fe0	...C.......Op?.
0x01BAA8	0x06	0x3AA8	0x7AA8	16	0.25	0.312	3.875	c33ff00f7c031e01eb10be01bf407708	.?..|........@w.
0x01BAEB	0x06	0x3AEB	0x7AEB	9	0.111	0.556	2.948	0c30f0f0c0f30fef1d	.0.......
0x01BAF5	0x06	0x3AF5	0x7AF5	12	0.083	0.25	2.252	31cfc10f010f010f010f01a2	1...........
0x01BB3F	0x06	0x3B3F	0x7B3F	14	0.0	0.929	1.592	01bfa0bfa0bfa0bfa0bfa0bfa080	..............
0x01BB60	0x06	0x3B60	0x7B60	8	0.375	0.375	2.5	ec1fbc1fbc5f783f	....._x?
0x01BBB0	0x06	0x3BB0	0x7BB0	17	0.176	0.529	3.852	1bf08e79cf38c73ce71ce21ee31ef30ef0	...y.8.<.........
0x01BBD0	0x06	0x3BD0	0x7BD0	17	0.118	0.588	2.343	0ff00ff00ff00ff0cff03ff01fec3fc3f0	..........?...?..
0x01BBEF	0x06	0x3BEF	0x7BEF	10	0.2	0.3	2.922	c00f030f0c3730c3c001	.....70...
0x01BC00	0x06	0x3C00	0x7C00	8	0.25	0.375	3.0	eb10be01bf407708	.....@w.
0x01BC09	0x06	0x3C09	0x7C09	14	0.071	0.5	3.664	01f603bc47e80feb10bf0fb07fc0	....G.........
0x01BC50	0x06	0x3C50	0x7C50	8	0.25	0.375	3.0	eb10be01bf407708	.....@w.
0x01BC83	0x06	0x3C83	0x7C83	8	0.25	0.75	2.75	b847e798dfa0bf47	.G.....G
0x01BC9A	0x06	0x3C9A	0x7C9A	14	0.143	0.357	3.325	e21ff20f320feb11bf03bf477f0f	....2......G..
0x01BCE7	0x06	0x3CE7	0x7CE7	8	0.25	0.5	3.0	0ff11fe23fc37e8d	....?.~.
0x01BCF1	0x06	0x3CF1	0x7CF1	8	0.125	0.625	3.0	807fc03fe01ff08f	...?....
0x01BCFC	0x06	0x3CFC	0x7CFC	20	0.3	0.45	3.684	c37eb17fe81fb01fb05f701fe03fe03fa77fe43c	.~......._p..?.?...<
0x01BD80	0x06	0x3D80	0x7D80	12	0.167	0.833	2.855	4ff04cf0efb0afb0bfbfe0bf	O.L.........
0x01BD8D	0x06	0x3D8D	0x7D8D	11	0.091	0.545	3.096	f0dfb0f20f320ff70df50d	.....2.....
0x01BDCD	0x06	0x3DCD	0x7DCD	11	0.182	0.364	3.278	60eb841f061e197f60f788	`.......`..
0x01BDDA	0x06	0x3DDA	0x7DDA	10	0.1	0.7	3.122	f402bf40eb0498f0d8f0	...@......
0x01BDEB	0x06	0x3DEB	0x7DEB	17	0.235	0.353	3.97	0cbf43eb04190f1b0f7f8d73b3cfcc3432	..C........s...42
0x01BEA0	0x06	0x3EA0	0x7EA0	16	0.375	0.562	3.0	aa5555aaaa5555aaead5f53abe4deb07	.UU..UU....:.M..
0x01BEB8	0x06	0x3EB8	0x7EB8	9	0.222	0.333	2.948	03030c0e3f30ebc4f0	....?0...
0x01BECA	0x06	0x3ECA	0x7ECA	16	0.062	0.562	2.774	f402bf40eb040ff00ff00ff00ff0cff0	...@............
0x01BEED	0x06	0x3EED	0x7EED	11	0.273	0.364	3.278	30ebc40f030e0d3f30f7c8	0......?0..
0x01BF1F	0x06	0x3F1F	0x7F1F	15	0.4	0.467	3.64	0415ea2ad557a83dc06a8095402a80	...*.W.=.j..@*.
0x01BF2F	0x06	0x3F2F	0x7F2F	15	0.4	0.333	3.64	4050afa857d42b7807ac035205a803	@P..W.+x...R...
0x01BF56	0x06	0x3F56	0x7F56	8	0.5	0.5	3.0	2bd457a8bd42bf40	+.W..B.@
0x01BF67	0x06	0x3F67	0x7F67	8	0.25	0.375	2.156	807f7fef347f3cef	....4.<.
0x01BFC4	0x06	0x3FC4	0x7FC4	10	0.5	0.5	2.371	28d755aaaa5555aabb44	(.U..UU..D
0x01C016	0x07	0x0016	0x4016	11	0.364	0.636	3.096	9b628340a4c062c0e6c160	.b.@..b...`
0x01C024	0x07	0x0024	0x4024	19	0.316	0.526	4.143	b48134a1b68236a2a5032523a7042724a1f018	..4...6...%#..'$...
0x01C038	0x07	0x0038	0x4038	378	0.437	0.421	7.16	104633e16367676077e2ea6761c1e7846a0766277543f5646cc76ce66f06ef27	.F3.cgg`w..ga...j.f'uC.dl.l.o..'af.gwGwfm.m&q.hGu...nA.baGu.u...
0x01C1B3	0x07	0x01B3	0x41B3	31	0.258	0.452	4.736	e7216541e5626742e76378900ea01f01df09df81df89de140b8607a40fa616	.!eA.bgB.cx....................
0x01C1D5	0x07	0x01D5	0x41D5	10	0.5	0.3	3.322	27182f1a9da76b207cc0	'./...k |.
0x01C1E4	0x07	0x01E4	0x41E4	17	0.294	0.471	3.97	e278b00ea81f203f285fa07faa179df09d	.x.... ?(_.......
0x01C1F8	0x07	0x01F8	0x41F8	33	0.0	0.758	3.824	85ce07ce89c01dc09dc81dc885b407b489c31dc39dcb1dcb85840784898c0b8c	.................................
0x01C21A	0x07	0x021A	0x421A	13	0.385	0.231	3.181	bfc8802801013b023b033b0472	...(..;.;.;.r
0x01C228	0x07	0x0228	0x4228	24	0.5	0.375	4.168	c15e803063b077068c28ec2cec30ec34ec394061ea031072	.^.0c.w..(.,.0.4.9@a...r
0x01C241	0x07	0x0241	0x4241	13	0.692	0.154	3.547	c454062476267628a031550164	.T.$v&v(.1U.d
0x01C24F	0x07	0x024F	0x424F	112	0.321	0.491	5.858	b280b2bc5d40597e30a02ccf1950166f8d1d8d9e8e1d8e9d8f1d8f9e901d90b8	....]@Y~0.,..P.o.................................Gdn.y!.+..L.2u.
0x01C2C0	0x07	0x02C0	0x42C0	11	0.182	0.545	3.459	01e6aa03365019b9d9c382	....6P.....
0x01C2D2	0x07	0x02D2	0x42D2	168	0.327	0.536	5.727	72a033a3b3b3b3c3b3d3b3e3b3f3b403b413b423b433b447200d15c803463b47	r.3................#.3.G ....F;G;H;I;J;K;L;M;N;O;P;Q;R;Sp.......
0x01C37B	0x07	0x037B	0x437B	78	0.308	0.487	5.326	dc01dc09dc11dc19dc21dc29dc31dc39dc41dc4a80e29407167718e003405c6b	.........!.).1.9.A.J.....w...@\k...w.w vr.......P............:..
0x01C3CD	0x07	0x03CD	0x43CD	115	0.261	0.591	5.539	a8050edc406c9b987029e6557d9ef347736e18740560747b40dce381ef3a773c	....@l..p).U}..Gsn.t.`t{@....:w<.{@V.G.........r-.......N.......
0x01C441	0x07	0x0441	0x4441	133	0.323	0.549	5.744	de01de09de11de19de21de29de31de39de41de49de51de59de61de69de71de79	.........!.).1.9.A.I.Q.Y.a.i.q.y.......B..T...=E.............@{'
0x01C4D6	0x07	0x04D6	0x44D6	11	0.364	0.455	3.278	ce9e80804027102285300b	"....@'."".0."
0x01C4E2	0x07	0x04E2	0x44E2	35	0.457	0.314	4.901	280ea42e6036257017390f9c076e2107026bb805c85ee432710fb98d99e48840	(...`6%p.9...n!..k...^.2q......@%.f
0x01C506	0x07	0x0506	0x4506	70	0.486	0.457	5.69	e0202420a2212621a170295818d839d85b615b697be19be9bc418c49acc1ccca	. $ .!&!.p)X..9.[a[i{....A.I......:FBN.V.^.f.n.v.v.v...C..t9.a..
0x01C552	0x07	0x0552	0x4552	178	0.444	0.444	6.332	5839784198a9b8c1d8b1d8b9d849d8c9d891d911d919d8a1d921dbb402ee064a	X9xA.........I...........!.....JvPvjvpvLvNvlvnvRvrvdvfv.v.fhn..0
0x01C605	0x07	0x0605	0x4605	18	0.222	0.778	3.684	e9d199d9bad1dad85d517d599dd1bdd9da80	........]Q}Y......
0x01C618	0x07	0x0618	0x4618	12	0.25	0.25	3.418	640e1a06380e3a17c101f081	d...8.:.....
0x01C627	0x07	0x0627	0x4627	9	0.444	0.444	3.17	85cd073627dc2fde37	...6'./.7
0x01C633	0x07	0x0633	0x4633	33	0.606	0.333	4.257	47384f5856745e7666946e9676787698767a767c769a769c76c702b981f61df6	G8OXVt^vf.n.vxv.vzv|v.v.v........
0x01C657	0x07	0x0657	0x4657	56	0.536	0.304	4.83	9dad1dad9dae1dae9daf26cc037477767778761466166e34763676187638761a	..........&..twvwxv.f.n4v6v.v8v.v.v:v<v...&8:8Z.z..@...H
0x01C690	0x07	0x0690	0x4690	30	0.167	0.567	4.44	c91951d959d961d969d971db0c02e206840f9103e481ec03ec85f307f389	..Q.Y.a.i.q...................
0x01C6B1	0x07	0x06B1	0x46B1	23	0.13	0.696	4.176	8dc70fc791cf13cf95a017a099a81ba89de74079e07bc0	..................@y.{.
0x01C6C9	0x07	0x06C9	0x46C9	22	0.364	0.364	4.278	e17d077d2778102e081e803e885e107e189e90be98df	.}.}'x.....>.^.~......
0x01C6E1	0x07	0x06E1	0x46E1	14	0.143	0.5	3.807	091f813f895f117f199f91bf99df	...?._........
0x01C6F6	0x07	0x06F6	0x46F6	127	0.441	0.433	5.76	405c803027200c0cec10ec14ec18f41cf420f424f428ec2cec30ec34ec38ec3c	@\.0' ........... .$.(.,.0.4.8.<.@.D.H.M@b.b.b.b.c.c'cGcgc.c.c.c
0x01C77B	0x07	0x077B	0x477B	124	0.468	0.387	5.749	f4139bb803e70a27393b3a3b3b3b3c3b3d3b3e3b3f3b4050d40f40d40f415a0a	.......'9;:;;;<;=;>;?;@P..@..AZ.........N..........H;I;J;K;L;M;N
0x01C7F8	0x07	0x07F8	0x47F8	36	0.222	0.556	4.871	db01db09db13821d91da1d91d256c6e04767b427b23853d01581d1ed0350deca	.............V..Gg.'.8S......P.....9
0x01C822	0x07	0x0822	0x4822	33	0.364	0.424	4.658	37500da5c0076a3b6b3b6c3b6d7017cad406dca036f501b81db89db91db99dba	7P....j;k;l;mp......6...........9
0x01C844	0x07	0x0844	0x4844	46	0.196	0.609	4.63	6ea76ece14b405407405607bbb854ef0e4016df6e3bc9dbd1dbd9dbe1dbe9dbf	n.n....@t.`{..N...m.........................).
0x01C873	0x07	0x0873	0x4873	87	0.172	0.517	4.892	301ba8090ed80f0a770c770e771077127b1477167b187b1ae401c71dc79ec81d	0.......w.w.w.w.{.w.{.{.........................................
0x01C8CC	0x07	0x08CC	0x48CC	19	0.316	0.526	3.932	41dd4b834e04a02876e23fd51dd59dd61dd6a9	A.K.N..(v.?........
0x01C8E3	0x07	0x08E3	0x48E3	73	0.178	0.589	5.441	b8eebdc03fb0501627d89dd9380bd8ed8ff66e40163fda1ddaabba43a02b03a3	....?.P.'...8.....n@.?.....C.+...........N.....x.;..............
0x01C92F	0x07	0x092F	0x492F	10	0.4	0.4	2.922	7e4a83f2945d01d05d01	~J...]..].
0x01C93A	0x07	0x093A	0x493A	21	0.429	0.381	4.297	67798e0c3e6a80b61f38ef3dc187d03bd150140567	gy..>j...8.=...;.P..g
0x01C950	0x07	0x0950	0x4950	17	0.412	0.412	3.852	6a80f49c803373b387049c05405025035b	j....3s.....@P%.[
0x01C96A	0x07	0x096A	0x496A	95	0.368	0.579	4.87	677a877aa77ac77ae77b077b277b477b677b877ba77bc77be77c077c277c477c	gz.z.z.z.{.{'{G{g{.{.{.{.|.|'|G|g|.|.|...q.{..`.:c.w......$.(...
0x01C9CE	0x07	0x09CE	0x49CE	10	0.2	0.6	3.122	e61e7413bb8c9c478d9c	..t....G..
0x01C9D9	0x07	0x09D9	0x49D9	32	0.594	0.281	4.789	0e2039989e4d0cf268884035903d681f603f685d707d789f70bf7a06c061d02a	. 9..M..h.@5.=h.`?h]p}x.p.z..a.*
0x01C9FE	0x07	0x09FE	0x49FE	135	0.459	0.437	6.13	9089888b988dd94008010e0c58598078519859b861d86a0f9dde9db215b297ba	.......@....XY.xQ.Y.a.j.............@..b...dGddcGcgw.3`c.m.m%..c
0x01CA8A	0x07	0x0A8A	0x4A8A	166	0.355	0.482	6.295	e7794779677b080703e62189dd5a5a9dd6a14a059de69dec9ded1ded95e717ef	.yGyg{....!..ZZ...J...............@. gF.hV_.g..f.'wH.Ne.........
0x01CB34	0x07	0x0B34	0x4B34	25	0.36	0.52	3.783	b919a139b959a97911b919d921b9f1b950795899e0b968d970	...9.Y.y....!...PyX...h.p
0x01CB4E	0x07	0x0B4E	0x4B4E	48	0.521	0.375	4.993	911b993bc40f10074c776c774e5f6e6674767683e77fe47688ea769676b476b6	...;....LwlwN_nftvv....v..v.v.v.v.F.N.V.^.f.ojw.
0x01CB7F	0x07	0x0B7F	0x4B7F	17	0.118	0.588	3.97	e3a619ba124c9da21deb0beb8da9a15917	.....L.........Y.
0x01CB92	0x07	0x0B92	0x4B92	150	0.24	0.547	6.126	05cc01013b023b033b043b053b063b073b083b0950185280c2d40618a030d3b0	....;.;.;.;.;.;.;.;.P.R......0..........ax.......T.,v....(...N..
0x01CC29	0x07	0x0C29	0x4C29	58	0.241	0.655	3.926	da01da09da11da19da21da29da31da39da41da49da51da59da61da69da71da79	.........!.).1.9.A.I.Q.Y.a.i.q.y...................?...\..
0x01CC64	0x07	0x0C64	0x4C64	57	0.316	0.544	5.111	cfe8775a7001d6ced71c07f5d53b603af39006be76c076c276c476c676c8bf76	..wZp........;`:....v.v.v.v.v..vS.c.s...........q..\....c
0x01CC9E	0x07	0x0C9E	0x4C9E	14	0.357	0.429	3.468	7abfdc1c803713b723b733b74709	z....7..#.3.G.
0x01CCAD	0x07	0x0CAD	0x4CAD	34	0.441	0.412	4.653	1fdd5c28f76549bb9dbc1dbc9dbd2dddedc0077c3b7d3b7e3b7f50d4bb603853	..\(.eI.......-....|;};~;.P..`8S..
0x01CCD0	0x07	0x0CD0	0x4CD0	16	0.375	0.25	3.703	770277047706af78470c1e15c8938672	w.w.w..xG......r
0x01CCE1	0x07	0x0CE1	0x4CE1	53	0.453	0.434	5.093	e1dc80388501c4a80e28ee2cee30ee34ee394071ea02dd6d67903b913b923b93	...8.....(.,.0.4.9@q...mg.;.;.;.;.;.;.;.PT.@V...na.v.
0x01CD17	0x07	0x0D17	0x4D17	30	0.233	0.6	4.64	93b9a3b9b3b9c3b9d501cf280b8add3e73e7740a0280ac76c7eea0143b63	...........(...>s.t....v....;c
0x01CD36	0x07	0x0D36	0x4D36	51	0.216	0.549	5.006	09dd13800dd403a37001e90ee94ee98ee9ceea0eea4eea8eeadc0f7ac3bad70f	........p....N.......N.....z.......:=.n....;.p .+..
0x01CD6A	0x07	0x0D6A	0x4D6A	9	0.222	0.667	2.948	06ec4eec9c802fe091	..N.../..
0x01CD74	0x07	0x0D74	0x4D74	19	0.105	0.737	3.827	4fc58ec5dc2bf18501809d811dd99dda1ddab9	O....+.............
0x01CD88	0x07	0x0D88	0x4D88	9	0.444	0.444	2.503	60a760c776c776ee17	`.`.v.v..
0x01CD92	0x07	0x0D92	0x4D92	26	0.115	0.846	4.364	c9d8d1ddc1ddc9ddd280eed40581d3ef78a03bd3bbe5d7dfa82f	................x.;....../
0x01CDAD	0x07	0x0DAD	0x4DAD	13	0.385	0.462	3.7	ef05c007663b677021e18ef09c	....f;gp!....
0x01CDBB	0x07	0x0DBB	0x4DBB	14	0.357	0.571	3.522	7c37a00b88df88a72c9aca287aca	|7......,..(z.
0x01CDCA	0x07	0x0DCA	0x4DCA	23	0.391	0.522	3.969	53bc63bc73bc83bc9501e5280f2cef30ef34ef39f07ecd	S.c.s......(.,.0.4.9.~.
0x01CDE2	0x07	0x0DE2	0x4DE2	27	0.259	0.481	4.533	f575711ef41c127d1599b89de91de99dea282a03a02b03dc9437aa	.uq....}.........(*..+...7.
0x01CDFE	0x07	0x0DFE	0x4DFE	31	0.452	0.355	4.632	7f7347a1cf594061477aea7ac0ac77733bd8701da02b03a1da06dd0ec05001	.sG..Y@aGz.z..ws;.p..+.......P.
0x01CE25	0x07	0x0E25	0x4E25	101	0.168	0.624	5.939	0830e608710eba839c83ae2156413cc84e8447c25b9925d40ee26e8840100287	.0..q......!VA<.N.G.[.%...n.@...............``...g.g%...........
0x01CE95	0x07	0x0E95	0x4E95	9	0.0	0.778	2.503	959d139d95ad17ad99	.........
0x01CE9F	0x07	0x0E9F	0x4E9F	12	0.333	0.5	3.418	c0ecc76ce76f036f23e1f018	...l.o.o#...
