stream	index	pointer_word	pointer_kind	offset	bit_offset	tree	bits	bytes	ended	score	text	raw_tokens
dialogue	301	0x6136	byte13_bit0	0x038136	0	0x0016DA	1540	193	True	463.64	まうっ あうけたろ たよみいー ほてい# くゃﾞいんちいとらいと!いﾟあﾞ ては!けほ#はもﾞなた り?もうー\nね\nも\nはろかこんい\nすちのこありき\nぁうおまこ\nよもンチワスス?\nテアチル!エカマテまゃーんようまーよたら\n\nいうまょもかな\nしえ\nしとこ#ゃけとるみわけわち ー\nわーけいﾞけひ!らここひ#るし!おみも てこまﾞころゅンコﾞミヤテ#タンマタ0コャツミ!\nカマカ!ヒン !セトソン ソモマﾞキムテンタネﾞタセルセノ\nットストツチ\n #タイ#カﾟ\nシ#ンー!!ルタﾞ\n#ヨﾞカオシイノ!#ﾞかみう#\nたなうてかしこか	CF B3 AF 20 B1 B3 B9 C0 DB 20 C0 28 D6 D0 B2 B0 20 CE C3 B2 23 20 B8 AC DE B2 DD C1 B2 C4 D7 B2 C4 21 B2 DF B1 DE 20 C3 CA 21 B9 CE 23 CA D3 DE C5 C0 20 D8 3F D3 B3 B0 0A C8 0A D3 0A CA DB B6 BA DD 28 B2 0A BD C1 C9 BA B1 D8 B7 0A A7 B3 B5 CF BA 0A D6 D3 29 DD C1 DC BD BD 3F 0A C3 B1 C1 D9 21 B4 B6 CF C3 28 CF AC B0 DD D6 B3 CF B0 D6 C0 D7 0A 0A B2 B3 CF AE D3 B6 C5 0A BC B4 0A BC C4 BA 23 AC B9 C4 D9 D0 DC B9 DC C1 20 B0 0A DC B0 B9 B2 DE B9 CB 21 D7 BA BA CB 23 D9 BC 21 B5 D0 D3 20 C3 BA CF DE BA DB AD 29 DD BA DE D0 D4 C3 23 C0 DD CF C0 30 BA AC C2 D0 21 0A B6 CF B6 21 CB DD 20 21 BE C4 BF DD 20 BF D3 CF DE B7 D1 C3 DD C0 C8 DE C0 BE D9 BE C9 0A AF C4 BD C4 C2 C1 0A 20 23 C0 B2 23 B6 DF 0A 29 BC 23 DD B0 21 21 D9 C0 DE 0A 23 D6 DE B6 B5 BC B2 C9 21 23 28 DE B6 D0 B3 23 0A C0 C5 B3 C3 B6 BC BA B6 00
dialogue	302	0x6148	byte13_bit0	0x038148	0	0x0016DA	1396	175	True	418.28	う\nわとらいと!いﾟあﾞ ては!けほ#はもﾞなた り?もうー\nね\nも\nはろかこんい\nすちのこありき\nぁうおまこ\nよもンチワスス?\nテアチル!エカマテまゃーんようまーよたら\n\nいうまょもかな\nしえ\nしとこ#ゃけとるみわけわち ー\nわーけいﾞけひ!らここひ#るし!おみも てこまﾞころゅンコﾞミヤテ#タンマタ0コャツミ!\nカマカ!ヒン !セトソン ソモマﾞキムテンタネﾞタセルセノ\nットストツチ\n #タイ#カﾟ\nシ#ンー!!ルタﾞ\n#ヨﾞカオシイノ!#ﾞかみう#\nたなうてかしこか	B3 0A DC C4 D7 B2 C4 21 B2 DF B1 DE 20 C3 CA 21 B9 CE 23 CA D3 DE C5 C0 20 D8 3F D3 B3 B0 0A C8 0A D3 0A CA DB B6 BA DD 28 B2 0A BD C1 C9 BA B1 D8 B7 0A A7 B3 B5 CF BA 0A D6 D3 29 DD C1 DC BD BD 3F 0A C3 B1 C1 D9 21 B4 B6 CF C3 28 CF AC B0 DD D6 B3 CF B0 D6 C0 D7 0A 0A B2 B3 CF AE D3 B6 C5 0A BC B4 0A BC C4 BA 23 AC B9 C4 D9 D0 DC B9 DC C1 20 B0 0A DC B0 B9 B2 DE B9 CB 21 D7 BA BA CB 23 D9 BC 21 B5 D0 D3 20 C3 BA CF DE BA DB AD 29 DD BA DE D0 D4 C3 23 C0 DD CF C0 30 BA AC C2 D0 21 0A B6 CF B6 21 CB DD 20 21 BE C4 BF DD 20 BF D3 CF DE B7 D1 C3 DD C0 C8 DE C0 BE D9 BE C9 0A AF C4 BD C4 C2 C1 0A 20 23 C0 B2 23 B6 DF 0A 29 BC 23 DD B0 21 21 D9 C0 DE 0A 23 D6 DE B6 B5 BC B2 C9 21 23 28 DE B6 D0 B3 23 0A C0 C5 B3 C3 B6 BC BA B6 00
dialogue	303	0x61B8	byte13_bit0	0x0381B8	0	0x0016DA	500	63	True	147.4	 つ\nん \nちほすにまか!ひん !せとそん そもまﾞきむてんたねﾞたせるせの\nっとすとつち\n #たい#かﾟ\nシ#ンー!!ルタﾞ\n#ヨﾞカオシイノ!#ﾞかみう#\nたなうてかしこか	20 C2 0A DD 20 0A C1 CE BD C6 CF B6 21 CB DD 20 21 BE C4 BF DD 20 BF D3 CF DE B7 D1 C3 DD C0 C8 DE C0 BE D9 BE C9 0A AF C4 BD C4 C2 C1 0A 20 23 C0 B2 23 B6 DF 0A 29 BC 23 DD B0 21 21 D9 C0 DE 0A 23 D6 DE B6 B5 BC B2 C9 21 23 28 DE B6 D0 B3 23 0A C0 C5 B3 C3 B6 BC BA B6 00
dialogue	304	0x61D2	window14	0x03E1D2	0	0x0016DA	1205	151	True	389.0	たﾞーすひめ\nああ テールおうしﾞ####\n\nとﾞうか かれを たすけてくたﾞさい!\nわたしは とﾞうなっても いいのてﾞす\nおもいつめて しまった あのひとの\nことたﾞけかﾞ しんはﾟいてﾞ###\nおうしﾞは きっと ふたりの\nおもいてﾞの はﾞしょに いるはすﾞてﾞす\nその はﾞしょは##\nツキカﾞおか というところ てﾞす\nわたしは ふﾞしﾞたﾞと つたえてくたﾞさい\n\nきっと なにも かもかﾞ\nもととﾞおりになる ひかﾞ くる と	C0 DE B0 BD 28 CB D2 0A B1 B1 20 29 C3 B0 D9 28 B5 B3 BC DE 23 23 23 23 0A 0A C4 DE B3 B6 20 B6 DA A6 20 C0 BD B9 C3 B8 C0 DE BB B2 21 0A DC C0 BC CA 20 C4 DE B3 C5 AF C3 D3 20 B2 B2 C9 C3 DE BD 0A B5 D3 B2 C2 D2 C3 20 BC CF AF C0 20 B1 C9 CB C4 C9 0A BA C4 C0 DE B9 B6 DE 20 BC DD CA DF B2 C3 DE 23 23 23 0A B5 B3 BC DE CA 20 B7 AF C4 20 CC C0 D8 C9 0A B5 D3 B2 C3 DE C9 20 CA DE BC AE C6 20 B2 D9 CA BD DE C3 DE BD 0A BF C9 20 CA DE BC AE CA 23 23 0A 29 C2 B7 B6 DE 28 B5 B6 20 C4 B2 B3 C4 BA DB 20 C3 DE BD 0A DC C0 BC CA 20 CC DE BC DE C0 DE C4 20 C2 C0 B4 C3 B8 C0 DE BB B2 0A 0A B7 AF C4 20 C5 C6 D3 20 B6 D3 B6 DE 0A D3 C4 C4 DE B5 D8 C6 C5 D9 20 CB B6 DE 20 B8 D9 20 C4 29 00
dialogue	305	0x628A	window14	0x03E28A	0	0x0016DA	760	95	True	241.12	てーるおうしﾞ\nよし かなりロホﾞホﾟンかﾞ\nつよく なったそﾞ\nこのまま いけはﾞ トﾞクターセﾞロなとﾞ\nいっはﾟつてﾞ たおすことかﾞ てﾞきる!\nしﾞみちな とﾞりょくを つつﾞけねはﾞ!\nそして タﾞースひめを かならすﾞ!\nかならすﾞ とりもとﾞす!	C3 B0 D9 28 B5 B3 BC DE 0A D6 BC 20 B6 C5 D8 29 DB CE DE CE DF DD 28 B6 DE 0A C2 D6 B8 20 C5 AF C0 BF DE 0A BA C9 CF CF 20 B2 B9 CA DE 20 29 C4 DE B8 C0 B0 BE DE DB 28 C5 C4 DE 0A B2 AF CA DF C2 C3 DE 20 C0 B5 BD BA C4 B6 DE 20 C3 DE B7 D9 21 0A BC DE D0 C1 C5 20 C4 DE D8 AE B8 A6 20 C2 C2 DE B9 C8 CA DE 21 0A BF BC C3 20 29 C0 DE B0 BD 28 CB D2 A6 20 B6 C5 D7 BD DE 21 0A B6 C5 D7 BD DE 20 C4 D8 D3 C4 DE BD 21 29 00
dialogue	306	0x62E9	window14	0x03E2E9	0	0x0016DA	1855	232	True	425.8	てーるおうしﾞ\n<PLAYER> きていたのか\nなせﾞ ここたﾞと わかったのたﾞ?\n###なに? タﾞースひめ に \nおしえて もらったのか!\nおお ひめは けﾞんきか!\nありかﾞとう <PLAYER>よ\nしかし わたしと <PLAYER>の\nゆうしﾞょうも ここまてﾞたﾞ\nわたしは クﾞレイテスト2!\n<PLAYER>は クﾞレイテスト3!\nけっきょく はやかれ おそかれ\n<PLAYER>とは たたかう うんめい\nたたﾞ これたﾞけは いっておく!\n\nこの たたかいに かったものは\nトﾞクターセﾞロに ちょうせんてﾞきる!\nわたしは まけられない\nかたなくては ならない!\nいいたﾞろう <PLAYER>の\nちょうせんを うけよう\nそう かんたんには まけない!\nロホﾞホﾟントﾞームてﾞ まっているそﾞ!	C3 B0 D9 28 B5 B3 BC DE 0A 29 01 20 28 B7 C3 B2 C0 C9 B6 0A C5 BE DE 20 BA BA C0 DE C4 20 DC B6 AF C0 C9 C0 DE 3F 0A 23 23 23 C5 C6 3F 20 29 C0 DE B0 BD 28 CB D2 20 C6 20 0A B5 BC B4 C3 20 D3 D7 AF C0 C9 B6 21 0A B5 B5 20 CB D2 CA 20 B9 DE DD B7 B6 21 0A B1 D8 B6 DE C4 B3 20 29 01 28 D6 0A BC B6 BC 20 DC C0 BC C4 20 29 01 28 C9 0A D5 B3 BC DE AE B3 D3 20 BA BA CF C3 DE C0 DE 0A DC C0 BC CA 20 29 B8 DE DA B2 C3 BD C4 32 21 0A 01 28 CA 20 29 B8 DE DA B2 C3 BD C4 33 21 0A 28 B9 AF B7 AE B8 20 CA D4 B6 DA 20 B5 BF B6 DA 0A 29 01 28 C4 CA 20 C0 C0 B6 B3 20 B3 DD D2 B2 0A C0 C0 DE 20 BA DA C0 DE B9 CA 20 B2 AF C3 B5 B8 21 0A 0A BA C9 20 C0 C0 B6 B2 C6 20 B6 AF C0 D3 C9 CA 0A 29 C4 DE B8 C0 B0 BE DE DB 28 C6 20 C1 AE B3 BE DD C3 DE B7 D9 21 0A DC C0 BC CA 20 CF B9 D7 DA C5 B2 0A B6 C0 C5 B8 C3 CA 20 C5 D7 C5 B2 21 0A B2 B2 C0 DE DB B3 20 29 01 28 C9 0A C1 AE B3 BE DD A6 20 B3 B9 D6 B3 0A BF B3 20 B6 DD C0 DD C6 CA 20 CF B9 C5 B2 21 0A 29 DB CE DE CE DF DD C4 DE B0 D1 28 C3 DE 20 CF AF C3 B2 D9 BF DE 21 29 00
dialogue	307	0x6406	byte14	0x03A406	0	0x0016DA	1209	152	True	383.78	\n\nわたしは まっていた!\nきたいを こめて ランキンクﾞせんの\nルールを おしえて しんせﾞよう\nますﾞ ランキンクﾞせんてﾞ たたかうなら\nたいせんあいてに ちょくせつ あう!\nそして しあいを もうしこむんたﾞ!\nそのあと ロホﾞホﾟントﾞームに いく!\nまあ あいてに あうまてﾞかﾞ\nメチャたいへん なんたﾞけとﾞね\nそうそう しﾞふﾞんより 1つ うえの\nランカーとしか たたかえないんたﾞ\nちゅういしてね	0A 0A DC C0 BC CA 20 CF AF C3 B2 C0 21 0A B7 C0 B2 A6 20 BA D2 C3 20 29 D7 DD B7 DD B8 DE 28 BE DD C9 0A 29 D9 B0 D9 28 A6 20 B5 BC B4 C3 20 BC DD BE DE D6 B3 0A CF BD DE 20 29 D7 DD B7 DD B8 DE 28 BE DD C3 DE 20 C0 C0 B6 B3 C5 D7 0A C0 B2 BE DD B1 B2 C3 C6 20 C1 AE B8 BE C2 20 B1 B3 21 0A BF BC C3 20 BC B1 B2 A6 20 D3 B3 BC BA D1 DD C0 DE 21 0A BF C9 B1 C4 20 29 DB CE DE CE DF DD C4 DE B0 D1 28 C6 20 B2 B8 21 0A CF B1 20 B1 B2 C3 C6 20 B1 B3 CF C3 DE B6 DE 0A 29 D2 C1 AC 28 C0 B2 CD DD 20 C5 DD C0 DE B9 C4 DE C8 0A BF B3 BF B3 20 BC DE CC DE DD D6 D8 20 31 C2 20 B3 B4 C9 0A 29 D7 DD B6 B0 28 C4 BC B6 20 C0 C0 B6 B4 C5 B2 DD C0 DE 0A C1 AD B3 B2 BC C3 C8 29 00
dialogue	308	0x6461	window14	0x03E461	0	0x0016DA	619	78	True	183.16	てーるおうしﾞ\nくっ\n###なせﾞ\n###なせﾞ かてないんたﾞ\nあれほとﾞ とっくん したのに!\nわたしは これっほﾟっちの にんけﾞん\nてﾞしか なかったのか###\nもう のこされた みちは\nなくなって しまうのか##	C3 B0 D9 28 B5 B3 BC DE 0A B8 AF 0A 23 23 23 C5 BE DE 0A 23 23 23 C5 BE DE 20 B6 C3 C5 B2 DD C0 DE 0A B1 DA CE C4 DE 20 C4 AF B8 DD 20 BC C0 C9 C6 21 0A DC C0 BC CA 20 BA DA AF CE DF AF C1 C9 20 C6 DD B9 DE DD 0A C3 DE BC B6 20 C5 B6 AF C0 C9 B6 23 23 23 0A D3 B3 20 C9 BA BB DA C0 20 D0 C1 CA 0A C5 B8 C5 AF C3 20 BC CF B3 C9 B6 23 23 29 00
dialogue	309	0x64AF	byte13_bit0	0x0384AF	0	0x0016DA	659	83	True	196.76	かとはかゃた# !#いみ\nはっ\nんすかぁも\nてっ\n\nかえか#るに\nちか\nカ#ムカヘニ# ッニヒカシウニマかウニﾞ\nッーワッソニテウホ!ハカッニシとかいえし  かてんにんﾞﾟんたほまえちにさかを\nくとかしあヲンツﾞタニテカ	B6 C4 CA B6 AC C0 23 20 21 23 B2 D0 0A CA AF 0A DD BD B6 A7 D3 0A C3 AF 0A 0A 28 B6 B4 B6 23 D9 C6 0A C1 B6 0A 29 B6 23 D1 B6 CD C6 23 20 AF C6 CB B6 BC B3 C6 CF 28 B6 29 B3 C6 DE 0A AF B0 DC AF BF C6 C3 B3 CE 21 CA B6 AF C6 BC 28 C4 B6 B2 B4 BC 20 20 B6 C3 DD C6 DD DE DF DD C0 CE CF B4 C1 C6 28 BB B6 A6 0A B8 28 C4 B6 BC B1 29 A6 DD C2 DE C0 C6 C3 B6 00
dialogue	310	0x64D4	window14	0x03E4D4	0	0x0016DA	1054	132	True	325.08	とﾞくたーせﾞろ\nおちつけ みっともないそﾞ テール!\n#####よく たたかった\nせﾞんりょくてﾞ いとﾞんたﾞ\nすはﾞらしい しあい たﾞったよ\nあんしん したまえ\n\nテール きみの ゆうきに\nけいいを あらわそう しﾞゃないか\nタﾞースひめを いま おまえの\nもとへ かえしてやろう\nそれも その ひﾞほﾞうを\nえいえんの ものとしてな!\nこれを みるかﾞいい!	C4 DE B8 C0 B0 BE DE DB 0A 28 B5 C1 C2 B9 20 D0 AF C4 D3 C5 B2 BF DE 20 29 C3 B0 D9 21 0A 23 23 23 23 23 28 D6 B8 20 C0 C0 B6 AF C0 0A BE DE DD D8 AE B8 C3 DE 20 B2 C4 DE DD C0 DE 0A BD CA DE D7 BC B2 20 BC B1 B2 20 C0 DE AF C0 D6 0A B1 DD BC DD 20 BC C0 CF B4 0A 0A 29 C3 B0 D9 20 28 B7 D0 C9 20 D5 B3 B7 C6 0A B9 B2 B2 A6 20 B1 D7 DC BF B3 20 BC DE AC C5 B2 B6 0A 29 C0 DE B0 BD 28 CB D2 A6 20 B2 CF 20 B5 CF B4 C9 0A D3 C4 CD 20 B6 B4 BC C3 D4 DB B3 0A BF DA D3 20 BF C9 20 CB DE CE DE B3 A6 0A B4 B2 B4 DD C9 20 D3 C9 C4 BC C3 C5 21 0A BA DA A6 20 D0 D9 B6 DE B2 B2 21 29 00
dialogue	311	0x6558	window14	0x03E558	0	0x0016DA	1434	180	True	451.12	とﾞくたーせﾞろ\nいい しあいてﾞは あったかﾞ\nテール! おまえは まけた\nまけたら とﾞうにも ならないんたﾞよ\n##きさま わたしに てをあけﾞたな\nそんな ほﾞうきょかﾞ まかりとおる\nと てﾞも おもっているのか?\nきさまの クﾞレイテスト3の\nしょうこﾞうは はくたﾞつたﾞ!\nおまえも ひめも おはらい はﾞこたﾞ\nきたない しろ は くれてやるっ!\nせいせﾞい カカﾞミの なかの ひめと\nなかよく くらすかﾞ いい!!\nこの あわれな ふたりの わかものを\nさっさと そとへ つれたﾞせ!!	C4 DE B8 C0 B0 BE DE DB 0A 28 B2 B2 20 BC B1 B2 C3 DE CA 20 B1 AF C0 B6 DE 0A 29 C3 B0 D9 21 20 28 B5 CF B4 CA 20 CF B9 C0 0A CF B9 C0 D7 20 C4 DE B3 C6 D3 20 C5 D7 C5 B2 DD C0 DE D6 0A 23 23 B7 BB CF 20 DC C0 BC C6 20 C3 A6 B1 B9 DE C0 C5 0A BF DD C5 20 CE DE B3 B7 AE B6 DE 20 CF B6 D8 C4 B5 D9 0A C4 20 C3 DE D3 20 B5 D3 AF C3 B2 D9 C9 B6 3F 0A B7 BB CF C9 20 29 B8 DE DA B2 C3 BD C4 33 28 C9 0A BC AE B3 BA DE B3 CA 20 CA B8 C0 DE C2 C0 DE 21 0A B5 CF B4 D3 20 CB D2 D3 20 B5 CA D7 B2 20 CA DE BA C0 DE 0A B7 C0 C5 B2 20 BC DB 20 CA 20 B8 DA C3 D4 D9 AF 21 0A BE B2 BE DE B2 20 29 B6 B6 DE D0 28 C9 20 C5 B6 C9 20 CB D2 C4 0A C5 B6 D6 B8 20 B8 D7 BD B6 DE 20 B2 B2 21 21 0A BA C9 20 B1 DC DA C5 20 CC C0 D8 C9 20 DC B6 D3 C9 A6 0A BB AF BB C4 20 BF C4 CD 20 C2 DA C0 DE BE 21 21 29 00
dialogue	312	0x660C	byte14	0x03A60C	0	0x0016DA	278	35	True	84.32	はクﾞレイテスト7の\nけっていせんを おこなうのたﾞ!\nそれならはﾞ もんたﾞい なかろう!	CA 29 B8 DE DA B2 C3 BD C4 37 28 C9 0A B9 AF C3 B2 BE DD A6 20 B5 BA C5 B3 C9 C0 DE 21 0A BF DA C5 D7 CA DE 20 D3 DD C0 DE B2 20 C5 B6 DB B3 21 29 00
dialogue	313	0x6621	window14	0x03E621	0	0x0016DA	475	60	True	108.72	てーるおうしﾞ\nもう なにもかも タﾞメたﾞ\n\n<PLAYER>にも まけ\nひめ まてﾞ こんな すかﾞたに###\nこれから ホﾞクは\nとﾞうすれはﾞ いいのたﾞ######	C3 B0 D9 28 B5 B3 BC DE 0A D3 B3 20 C5 C6 D3 B6 D3 20 29 C0 DE D2 28 C0 DE 0A 0A 29 01 28 C6 D3 20 CF B9 0A CB D2 20 CF C3 DE 20 BA DD C5 20 BD B6 DE C0 C6 23 23 23 0A BA DA B6 D7 20 29 CE DE B8 28 CA 0A C4 DE B3 BD DA CA DE 20 B2 B2 C9 C0 DE 23 23 23 23 23 23 29 00
dialogue	314	0x6671	window14	0x03E671	0	0x0016DA	1225	154	True	347.46	とﾞくたーせﾞろ\n<PLAYER> くﾞれいてすと2\nしょうしん おめてﾞとう\nわたしは テールとは ちかﾞって\nいつてﾞも ちょうせんを うけるそﾞ\nしﾞゅんひﾞを ととのえて\nいとﾞんてﾞ きなさい\nたたﾞし ロホﾞホﾟントﾞームてﾞの\nたたかいは きょうてﾞ おわりたﾞ\nこんこﾞは セﾞロキャッスルから\nあたらしい れきしかﾞ つくられる!\nてﾞは セﾞロキャッスルてﾞ <PLAYER>の\nちょうせんを まっている!\nシー ユー アケﾞイン!	C4 DE B8 C0 B0 BE DE DB 0A 01 20 B8 DE DA B2 C3 BD C4 32 0A 28 BC AE B3 BC DD 20 B5 D2 C3 DE C4 B3 0A DC C0 BC CA 20 29 C3 B0 D9 28 C4 CA 20 C1 B6 DE AF C3 0A B2 C2 C3 DE D3 20 C1 AE B3 BE DD A6 20 B3 B9 D9 BF DE 0A BC DE AD DD CB DE A6 20 C4 C4 C9 B4 C3 0A B2 C4 DE DD C3 DE 20 B7 C5 BB B2 0A C0 C0 DE BC 20 29 DB CE DE CE DF DD C4 DE B0 D1 28 C3 DE C9 0A C0 C0 B6 B2 CA 20 B7 AE B3 C3 DE 20 B5 DC D8 C0 DE 0A BA DD BA DE CA 20 29 BE DE DB B7 AC AF BD D9 28 B6 D7 0A B1 C0 D7 BC B2 20 DA B7 BC B6 DE 20 C2 B8 D7 DA D9 21 0A C3 DE CA 20 29 BE DE DB B7 AC AF BD D9 28 C3 DE 20 29 01 28 C9 0A C1 AE B3 BE DD A6 20 CF AF C3 B2 D9 21 0A 29 BC B0 20 D5 B0 20 B1 B9 DE B2 DD 21 00
dialogue	315	0x670B	byte13_bit0	0x03870B	0	0x0016DA	1289	162	True	378.36	いな! はかはらりﾞほょととたる ﾞ らﾞぁﾞいりわねせる わこ# もけﾞししﾞなえこやﾞ! \nンョオラモコト\nルﾞトマモンキスミイテーシモイﾞトョ\n?イ アホュタマョ\nタリ#ウハカ?ョャロコトモ ヲ\n\nムﾞ\nキ\n!キ##ﾞニ2ヤﾞﾞオコﾞイタキ?カク\nア ロョょはﾞ なちく3な  かなわの ん なるﾞなけり れ!らふ まクヒタチトアルンツスアﾞスキカタ\nマヤ セセイノ ヲオ  マク フイ モク スーヲ  \nョーロ  シワ ヲイ ー	B2 C5 21 20 CA B6 CA D7 D8 DE CE AE C4 C4 C0 D9 20 DE 20 D7 DE A7 28 DE B2 D8 DC C8 BE D9 20 DC BA 23 20 D3 B9 DE BC BC 28 DE C5 B4 BA D4 DE 21 29 20 0A DD AE B5 D7 D3 BA C4 0A D9 DE C4 CF D3 DD B7 BD D0 B2 C3 B0 BC D3 B2 DE C4 AE 0A 3F B2 20 B1 CE AD C0 CF AE 0A C0 D8 23 B3 CA B6 3F AE AC DB BA C4 D3 20 A6 0A 0A D1 DE 0A 29 B7 0A 21 B7 23 23 DE C6 32 D4 DE DE B5 BA DE B2 C0 B7 3F B6 B8 0A B1 20 DB AE 28 AE CA DE 20 C5 C1 B8 33 C5 20 20 B6 C5 DC C9 20 DD 20 C5 D9 DE C5 B9 D8 20 DA 21 D7 28 CC 20 28 CF 29 B8 CB C0 C1 C4 B1 D9 DD C2 BD B1 DE BD B7 B6 C0 0A CF D4 20 BE BE 29 B2 C9 20 29 A6 B5 20 20 CF B8 20 CC B2 20 D3 B8 20 BD 29 B0 A6 20 20 0A AE B0 DB 20 20 BC DC 20 A6 B2 20 B0 29 00
dialogue	316	0x672B	byte13_bit0	0x03872B	0	0x0016DA	1033	130	True	299.04	い#の \nんょおらもこと\nるﾞとまもんきすみいてーしもいﾞとょ\n?い あほゅたまょ\nたり#うはか?ょゃろことも を\n\nむﾞ\nキ\n!キ##ﾞニ2ヤﾞﾞオコﾞイタキ?カク\nア ロョょはﾞ なちく3な  かなわの ん なるﾞなけり れ!らふ まクヒタチトアルンツスアﾞスキカタ\nマヤ セセイノ ヲオ  マク フイ モク スーヲ  \nョーロ  シワ ヲイ ー	B2 23 C9 20 0A DD AE B5 D7 D3 BA C4 0A D9 DE C4 CF D3 DD B7 BD D0 B2 C3 B0 BC D3 B2 DE C4 AE 0A 3F B2 20 B1 CE AD C0 CF AE 0A C0 D8 23 B3 CA B6 3F AE AC DB BA C4 D3 20 A6 0A 0A D1 DE 0A 29 B7 0A 21 B7 23 23 DE C6 32 D4 DE DE B5 BA DE B2 C0 B7 3F B6 B8 0A B1 20 DB AE 28 AE CA DE 20 C5 C1 B8 33 C5 20 20 B6 C5 DC C9 20 DD 20 C5 D9 DE C5 B9 D8 20 DA 21 D7 28 CC 20 28 CF 29 B8 CB C0 C1 C4 B1 D9 DD C2 BD B1 DE BD B7 B6 C0 0A CF D4 20 BE BE 29 B2 C9 20 29 A6 B5 20 20 CF B8 20 CC B2 20 D3 B8 20 BD 29 B0 A6 20 20 0A AE B0 DB 20 20 BC DC 20 A6 B2 20 B0 29 00
dialogue	317	0x6747	byte13_bit0	0x038747	0	0x0016DA	809	102	True	227.32	はこの ろょか\n?はーろことも を\n\nむﾞ\nキ\n!キ##ﾞニ2ヤﾞﾞオコﾞイタキ?カク\nア ロョょはﾞ なちく3な  かなわの ん なるﾞなけり れ!らふ まクヒタチトアルンツスアﾞスキカタ\nマヤ セセイノ ヲオ  マク フイ モク スーヲ  \nョーロ  シワ ヲイ ー	CA BA C9 20 DB AE B6 0A 3F CA B0 DB BA C4 D3 20 A6 0A 0A D1 DE 0A 29 B7 0A 21 B7 23 23 DE C6 32 D4 DE DE B5 BA DE B2 C0 B7 3F B6 B8 0A B1 20 DB AE 28 AE CA DE 20 C5 C1 B8 33 C5 20 20 B6 C5 DC C9 20 DD 20 C5 D9 DE C5 B9 D8 20 DA 21 D7 28 CC 20 28 CF 29 B8 CB C0 C1 C4 B1 D9 DD C2 BD B1 DE BD B7 B6 C0 0A CF D4 20 BE BE 29 B2 C9 20 29 A6 B5 20 20 CF B8 20 CC B2 20 D3 B8 20 BD 29 B0 A6 20 20 0A AE B0 DB 20 20 BC DC 20 A6 B2 20 B0 29 00
dialogue	318	0x6757	byte13_bit0	0x038757	0	0x0016DA	681	86	True	190.68	そ\n!き##ﾞに2やﾞﾞおこﾞいたき?かく\nあ ろょょはﾞ なちく3な  かなわの ん なるﾞなけり れ!らふ まクヒタチトアルンツスアﾞスキカタ\nマヤ セセイノ ヲオ  マク フイ モク スーヲ  \nョーロ  シワ ヲイ ー	BF 0A 21 B7 23 23 DE C6 32 D4 DE DE B5 BA DE B2 C0 B7 3F B6 B8 0A B1 20 DB AE 28 AE CA DE 20 C5 C1 B8 33 C5 20 20 B6 C5 DC C9 20 DD 20 C5 D9 DE C5 B9 D8 20 DA 21 D7 28 CC 20 28 CF 29 B8 CB C0 C1 C4 B1 D9 DD C2 BD B1 DE BD B7 B6 C0 0A CF D4 20 BE BE 29 B2 C9 20 29 A6 B5 20 20 CF B8 20 CC B2 20 D3 B8 20 BD 29 B0 A6 20 20 0A AE B0 DB 20 20 BC DC 20 A6 B2 20 B0 29 00
dialogue	319	0x6785	byte14	0x03A785	0	0x0016DA	567	71	True	185.26	てﾞかける ときは てれひﾞの\nすいっちを きりましょう\nしﾞふﾞん の いえは もちろん\nほか の ひとの いえてﾞも ね!\nてれひﾞの すいっち は\nよこ の たからはﾞこに ついてるよ\nほな さいなら	C3 DE B6 B9 D9 20 C4 B7 CA 20 C3 DA CB DE C9 0A BD B2 AF C1 A6 20 B7 D8 CF BC AE B3 0A BC DE CC DE DD 20 C9 20 B2 B4 CA 20 D3 C1 DB DD 0A CE B6 20 C9 20 CB C4 C9 20 B2 B4 C3 DE D3 20 C8 21 0A C3 DA CB DE C9 20 BD B2 AF C1 20 CA 0A D6 BA 20 C9 20 C0 B6 D7 CA DE BA C6 20 C2 B2 C3 D9 D6 0A CE C5 20 BB B2 C5 D7 00
dialogue	320	0xDC73	byte14	0x039C73	0	0x0016DA	776	97	True	242.36	なふ く!\nそれそﾞれの きょうしつにいる\nせんせいたちと ハﾞトロホﾞするの!\nしょうふﾞにかてはﾞ スタンフﾟを\nおしてもらえるんたﾞなー\nスタンフﾟかﾞ いっはﾟいになったら\nわたしに みせにきなさい!\nそしたら そのときに\nさんかしょうを あけﾞよう!!	C5 CC 20 B8 21 0A BF DA BF DE DA C9 20 B7 AE B3 BC C2 C6 B2 D9 0A BE DD BE B2 C0 C1 C4 20 29 CA DE C4 DB CE DE 28 BD D9 C9 21 0A BC AE B3 CC DE C6 B6 C3 CA DE 20 29 BD C0 DD CC DF 28 A6 0A B5 BC C3 D3 D7 B4 D9 DD C0 DE C5 B0 0A 29 BD C0 DD CC DF 28 B6 DE 20 B2 AF CA DF B2 C6 C5 AF C0 D7 0A DC C0 BC C6 20 D0 BE C6 B7 C5 BB B2 21 0A BF BC C0 D7 20 BF C9 C4 B7 C6 0A BB DD B6 BC AE B3 A6 20 B1 B9 DE D6 B3 21 21 29 00
dialogue	321	0x6796	byte13_bit0	0x038796	0	0x0016DA	177	23	True	48.04	らく まく ふい もく すーヲ  \nョーロ  シワ ヲイ ー	D7 B8 20 CF B8 20 CC B2 20 D3 B8 20 BD 29 B0 A6 20 20 0A AE B0 DB 20 20 BC DC 20 A6 B2 20 B0 29 00
